name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
飛翔するG,"Flying ""C""",MONSTER EFFECT,INSECT,EARTH,3,,700,700,80978111,飛翔するＧ
時の機械－タイム・マシーン,Time Machine,TRAP,,,,,,,80987696,時の機械－タイム・マシーン
渾身の一撃,Full-Force Strike,SPELL,,,,,,,81000306,渾身の一撃
E・HERO ネクロイド・シャーマン,Elemental HERO Necroid Shaman,MONSTER EFFECT FUSION,WARRIOR,DARK,6,,1900,1800,81003500,Ｅ・ＨＥＲＯ ネクロイド・シャーマン
ヴォルカニック・リボルバー,Volcanic Blaster,MONSTER EFFECT,PYRO,FIRE,3,,1200,600,81020140,ヴォルカニック・リボルバー
煉獄龍 オーガ・ドラグーン,Void Ogre Dragon,MONSTER EFFECT SYNCHRO,DRAGON,DARK,8,,3000,3000,81020646,煉獄龍 オーガ・ドラグーン
エレキック・ファイター,Wattsychic Fighter,MONSTER EFFECT,PSYCHIC,LIGHT,3,,1500,300,81028112,エレキック・ファイター
暗黒の招来神,Dark Beckoning Beast,MONSTER EFFECT,FIEND,DARK,2,,0,0,81034083,暗黒の招来神
魔サイの戦士,Fiendish Rhino Warrior,MONSTER EFFECT,FIEND,EARTH,3,,1400,900,81035362,魔サイの戦士
EMリターンタンタン,Performapal Handstandaccoon,MONSTER EFFECT PENDULUM,BEAST,EARTH,2,3,400,600,81055000,ＥＭリターンタンタン
壊獣捕獲大作戦,Kaiju Capture Mission,TRAP CONTINUOUS,,,,,,,81057455,壊獣捕獲大作戦
ドラゴヒューマン,D. Human,MONSTER NORMAL,WARRIOR,EARTH,4,,1300,1100,81057959,ドラゴヒューマン
デス・ヴォルストガルフ,Des Volstgalph,MONSTER EFFECT,DRAGON,EARTH,6,,2200,1700,81059524,デス・ヴォルストガルフ
神罰,Divine Punishment,TRAP COUNTER,,,,,,,81066751,神罰
BF－残夜のクリス,Blackwing - Kris the Crack of Dawn,MONSTER EFFECT,WINGEDBEAST,DARK,4,,1900,300,81105204,ＢＦ－残夜のクリス
ファイヤークラッカー,Fire Cracker,MONSTER EFFECT,FIEND,FIRE,4,,1700,200,81109178,ファイヤークラッカー
プランキッズ・パルス,Prank-Kids Fansies,MONSTER EFFECT,THUNDER,WIND,1,,0,2000,81119816,プランキッズ・パルス
発条空母ゼンマイティ,Wind-Up Carrier Zenmaity,MONSTER EFFECT XYZ,MACHINE,WATER,3,,1500,1500,81122844,発条空母ゼンマイティ
ライヤー・ワイヤー,Lair Wire,TRAP,,,,,,,81128478,ライヤー・ワイヤー
大凛魔天使ローザリアン,"Rosaria, the Stately Fallen Angel",MONSTER EFFECT SPSUMMON,PLANT,EARTH,8,,2900,2400,81146288,大凛魔天使ローザリアン
ヒーロースピリッツ,Hero Spirit,TRAP,,,,,,,81167171,ヒーロースピリッツ
ジャックポット7,Jackpot 7,SPELL,,,,,,,81171949,ジャックポット７
デビル・コメディアン,Fiend Comedian,TRAP,,,,,,,81172176,デビル・コメディアン
デビル・コメディアン,Fiend Comedian,TRAP,,,,,,,81172177,デビル・コメディアン
青虫,Kattapillar,MONSTER NORMAL,INSECT,EARTH,1,,250,300,81179446,青虫
悪夢再び,Recurring Nightmare,SPELL,,,,,,,81191584,悪夢再び
エターナル・エヴォリューション・バースト,Super Strident Blaze,SPELL EQUIP,,,,,,,81193865,エターナル・エヴォリューション・バースト
E・HERO スチーム・ヒーラー,Elemental HERO Steam Healer,MONSTER EFFECT FUSION,WARRIOR,WATER,5,,1800,1000,81197327,Ｅ・ＨＥＲＯ スチーム・ヒーラー
マジカルシルクハット,Magical Hats,TRAP,,,,,,,81210420,マジカルシルクハット
侵略の波紋,Infestation Ripples,TRAP,,,,,,,81218874,侵略の波紋
死魂融合,Necro Fusion,TRAP,,,,,,,81223446,死魂融合
破邪の魔法壁,Sorcerous Spell Wall,SPELL FIELD,,,,,,,81231742,破邪の魔法壁
ワーム・クィーン,Worm Queen,MONSTER EFFECT,REPTILE,LIGHT,8,,2700,1100,81254059,ワーム・クィーン
幻妖フルドラ,Mystrick Hulder,MONSTER EFFECT,SPELLCASTER,DARK,5,,1500,2400,81263643,幻妖フルドラ
古代の機械合成竜,Ancient Gear Hydra,MONSTER EFFECT,MACHINE,EARTH,7,,2700,1700,81269231,古代の機械合成竜
SRベイゴマックス,Speedroid Terrortop,MONSTER EFFECT,MACHINE,WIND,3,,1200,600,81275020,ＳＲベイゴマックス
氷結界の虎将 ライホウ,General Raiho of the Ice Barrier,MONSTER EFFECT,WARRIOR,WATER,6,,2100,2300,81275309,氷結界の虎将 ライホウ
裏ガエル,Flip Flop Frog,MONSTER EFFECT,AQUA,WATER,2,,500,200,81278754,裏ガエル
リターン・オブ・ザ・ワールド,Renewal of the World,TRAP CONTINUOUS,,,,,,,81306186,リターン・オブ・ザ・ワールド
ペンギン・ナイトメア,Nightmare Penguin,MONSTER EFFECT,AQUA,WATER,4,,900,1800,81306586,ペンギン・ナイトメア
アマゾネスの呪詛師,Amazoness Spellcaster,SPELL,,,,,,,81325903,アマゾネスの呪詛師
No.30 破滅のアシッド・ゴーレム,Number 30: Acid Golem of Destruction,MONSTER EFFECT XYZ,ROCK,WATER,3,,3000,3000,81330115,Ｎｏ.３０ 破滅のアシッド・ゴーレム
友情 YU－JYO,Yu-Jo Friendship,SPELL,,,,,,,81332143,友情 ＹＵ－ＪＹＯ
ソード・マスター,Sword Master,MONSTER EFFECT TUNER,WARRIOR,EARTH,3,,1200,0,81336148,ソード・マスター
呪眼の眷属 バジリウス,"Basilius, Familiar of the Evil Eye",MONSTER EFFECT,FIEND,DARK,3,,400,2000,81344637,呪眼の眷属 バジリウス
朱雀の召喚士,Red Sparrow Summoner,MONSTER EFFECT,SPELLCASTER,FIRE,4,,1600,1300,81354330,朱雀の召喚士
聖域の歌声,Chorus of Sanctuary,SPELL FIELD,,,,,,,81380218,聖域の歌声
白魔導士ピケル,White Magician Pikeru,MONSTER EFFECT,SPELLCASTER,LIGHT,2,,1200,0,81383947,白魔導士ピケル
Sin Cross,Malefic Divide,SPELL QUICKPLAY,,,,,,,81384993,Ｓｉｎ Ｃｒｏｓｓ
スタンピング・クラッシュ,Stamping Destruction,SPELL,,,,,,,81385346,スタンピング・クラッシュ
神魚,Bottom Dweller,MONSTER NORMAL,FISH,WATER,5,,1650,1700,81386177,神魚
六武式三段衝,Six Strike - Triple Impact,SPELL,,,,,,,81426505,六武式三段衝
サウザンド・アイズ・フィッシュ,Thousand-Eyes Jellyfish,MONSTER EFFECT SPSUMMON,FISH,WATER,5,,300,2100,81434470,サウザンド・アイズ・フィッシュ
おろかな埋葬,Foolish Burial,SPELL,,,,,,,81439173,おろかな埋葬
おろかな埋葬,Foolish Burial,SPELL,,,,,,,81439174,おろかな埋葬
水遁封印式,Sealing Ceremony of Suiton,TRAP CONTINUOUS,,,,,,,81443745,水遁封印式
BF－毒風のシムーン,Blackwing - Simoon the Poison Wind,MONSTER EFFECT,WINGEDBEAST,DARK,6,,1600,2000,81470373,ＢＦ－毒風のシムーン
ZW－風神雲龍剣,ZW - Tornado Bringer,MONSTER EFFECT,DRAGON,WIND,5,,1300,1800,81471108,ＺＷ－風神雲龍剣
リボルバー・ドラゴン,Barrel Dragon,MONSTER EFFECT,MACHINE,DARK,7,,2600,2200,81480460,リボルバー・ドラゴン
パッチワーク・ファーニマル,Patchwork Fluffal,MONSTER EFFECT,FAIRY,EARTH,1,,0,0,81481818,パッチワーク・ファーニマル
デビリアン・ソング,Stygian Dirge,TRAP CONTINUOUS,,,,,,,81489939,デビリアン・ソング
太古の壺,Ancient Jar,MONSTER NORMAL,ROCK,EARTH,1,,400,200,81492226,太古の壺
ソウルテイカー,Soul Taker,SPELL,,,,,,,81510157,ソウルテイカー
天穹のパラディオン,Crusadia Maximus,MONSTER EFFECT,PSYCHIC,LIGHT,4,,1600,1000,81524756,天穹のパラディオン
種子弾丸,Seed Cannon,SPELL CONTINUOUS,,,,,,,81524977,種子弾丸
ワルキューレ・フィアット,Valkyrie Vierte,MONSTER EFFECT,FAIRY,LIGHT,3,,1400,1400,81558967,ワルキューレ・フィアット
泉の妖精,Fairy of the Fountain,MONSTER NORMAL,AQUA,WATER,4,,1600,1100,81563416,泉の妖精
E・HERO フレア・ネオス,Elemental HERO Flare Neos,MONSTER EFFECT FUSION,WARRIOR,FIRE,7,,2500,2000,81566151,Ｅ・ＨＥＲＯ フレア・ネオス
焔聖騎士－ローラン,Flame Noble Knight Roland,MONSTER EFFECT,WARRIOR,FIRE,1,,500,500,81570454,焔聖騎士－ローラン
DDプラウド・オーガ,D/D Proud Ogre,MONSTER EFFECT PENDULUM,FIEND,DARK,6,8,2300,1500,81571633,ＤＤプラウド・オーガ
おもちゃ箱,Box of Friends,MONSTER EFFECT,MACHINE,LIGHT,1,,0,0,81587028,おもちゃ箱
化合獣カーボン・クラブ,Chemicritter Carbo Crab,MONSTER EFFECT GEMINI,AQUA,FIRE,2,,700,1400,81599449,化合獣カーボン・クラブ
ヴィクティム・カウンター,Gemini Counter,TRAP COUNTER,,,,,,,81601517,ヴィクティム・カウンター
メタルフォーゼ・アダマンテ,Metalfoes Adamante,MONSTER FUSION,PSYCHIC,FIRE,5,,2500,2500,81612598,メタルフォーゼ・アダマンテ
ゾンビーナ,Zombina,MONSTER EFFECT,ZOMBIE,EARTH,4,,1400,1500,81616639,ゾンビーナ
ゼミアの神,Lord of Zemia,MONSTER NORMAL,FIEND,DARK,4,,1300,1000,81618817,ゼミアの神
ドラグニティ－ミリトゥム,Dragunity Militum,MONSTER EFFECT,WINGEDBEAST,WIND,4,,1700,1200,81661951,ドラグニティ－ミリトゥム
撤収命令,Sound the Retreat!,TRAP,,,,,,,81665333,撤収命令
クロノダイバー・ハック,Time Thief Hack,SPELL CONTINUOUS,,,,,,,81670445,クロノダイバー・ハック
次元の裂け目,Dimensional Fissure,SPELL CONTINUOUS,,,,,,,81674782,次元の裂け目
セイレーン,Ill Witch,MONSTER NORMAL,SPELLCASTER,LIGHT,5,,1600,1500,81686058,セイレーン
花札衛－松－,Flower Cardian Pine,MONSTER EFFECT,WARRIOR,DARK,1,,100,100,81752019,花札衛－松－
ダークフレーム,Dark Effigy,MONSTER EFFECT,FIEND,DARK,4,,1500,0,81755371,ダークフレーム
ゼラの儀式,Zera Ritual,SPELL RITUAL,,,,,,,81756897,ゼラの儀式
ダーク・スパイダー,Dark Spider,MONSTER EFFECT,INSECT,DARK,1,,0,0,81759748,ダーク・スパイダー
シャインスパーク,Luminous Spark,SPELL FIELD,,,,,,,81777047,シャインスパーク
運命の発掘,Dig of Destiny,TRAP,,,,,,,81782376,運命の発掘
影牢の呪縛,Curse of the Shadow Prison,SPELL FIELD,,,,,,,81788994,影牢の呪縛
スネーク・ホイッスル,Snake Whistle,TRAP,,,,,,,81791932,スネーク・ホイッスル
星輝士の因子,Stellarknight Alpha,SPELL EQUIP,,,,,,,81810441,星輝士の因子
オーバーレイ・イーター,Overlay Eater,MONSTER EFFECT,REPTILE,LIGHT,2,,300,800,81816475,オーバーレイ・イーター
未熟な密偵,The Inexperienced Spy,SPELL,,,,,,,81820689,未熟な密偵
メガロスマッシャーX,Megalosmasher X,MONSTER NORMAL,DINOSAUR,WATER,4,,2000,0,81823360,メガロスマッシャーＸ
ニードルワーム,Needle Worm,MONSTER EFFECT FLIP,INSECT,EARTH,2,,750,600,81843628,ニードルワーム
武力の軍奏,Martial Metal Marcher,MONSTER EFFECT TUNER SYNCHRO,MACHINE,WIND,3,,500,2200,81846453,武力の軍奏
ジェムナイト・ラズリー,Gem-Knight Lazuli,MONSTER EFFECT,ROCK,EARTH,1,,600,100,81846636,ジェムナイト・ラズリー
悪魔の偵察者,Hiro's Shadow Scout,MONSTER EFFECT FLIP,FIEND,DARK,2,,650,500,81863068,悪魔の偵察者
D－HERO ダッシュガイ,Destiny HERO - Dasher,MONSTER EFFECT,WARRIOR,DARK,6,,2100,1000,81866673,Ｄ－ＨＥＲＯ ダッシュガイ
エヴォルド・ウェストロ,Evoltile Westlo,MONSTER EFFECT FLIP,REPTILE,FIRE,3,,700,1900,81873903,エヴォルド・ウェストロ
疾風鳥人ジョー,Swift Birdman Joe,MONSTER EFFECT,WINGEDBEAST,WIND,6,,2300,1400,81896370,疾風鳥人ジョー
エレキジ,Wattpheasant,MONSTER EFFECT,THUNDER,LIGHT,4,,1000,800,81896771,エレキジ
ゴーストリック・スペクター,Ghostrick Specter,MONSTER EFFECT,FIEND,DARK,1,,600,0,81907872,ゴーストリック・スペクター
NEX,NEX,SPELL,,,,,,,81913510,ＮＥＸ
ブレイン・クラッシャー,Brain Crusher,MONSTER EFFECT,INSECT,DARK,7,,2400,1500,81919143,ブレイン・クラッシャー
RR－レヴォリューション・ファルコン,Raidraptor - Revolution Falcon,MONSTER EFFECT XYZ,WINGEDBEAST,DARK,6,,2000,3000,81927732,ＲＲ－レヴォリューション・ファルコン
悪魔鏡の儀式,Beastly Mirror Ritual,SPELL RITUAL,,,,,,,81933259,悪魔鏡の儀式
死神の大鎌－デスサイス,Reaper Scythe - Dreadscythe,SPELL EQUIP,,,,,,,81954378,死神の大鎌－デスサイス
ドラグニティ－トリブル,Dragunity Tribus,MONSTER EFFECT,WINGEDBEAST,WIND,1,,500,300,81962318,ドラグニティ－トリブル
光波翼機,Cipher Wing,MONSTER EFFECT,MACHINE,LIGHT,4,,1400,1200,81974607,光波翼機
デザート・ツイスター,Desert Twister,MONSTER EFFECT,FIEND,WIND,6,,2300,2000,81977953,デザート・ツイスター
BF T－漆黒のホーク・ジョー,Blackwing Tamer - Obsidian Hawk Joe,MONSTER EFFECT SYNCHRO,WARRIOR,DARK,7,,2600,2000,81983656,ＢＦ Ｔ－漆黒のホーク・ジョー
デスグレムリン,Des Feral Imp,MONSTER EFFECT FLIP,REPTILE,DARK,4,,1600,1800,81985784,デスグレムリン
彼岸の悪鬼 バルバリッチャ,"Barbar, Malebranche of the Burning Abyss",MONSTER EFFECT,FIEND,DARK,3,,1700,1000,81992475,彼岸の悪鬼 バルバリッチャ
コアキメイルの金剛核,Diamond Core of Koa'ki Meiru,SPELL,,,,,,,81994591,コアキメイルの金剛核
プランキッズ・ハウスバトラー,Prank-Kids Battle Butler,MONSTER EFFECT FUSION,THUNDER,WIND,10,,3000,3000,81997228,プランキッズ・ハウスバトラー
通行税,Toll,SPELL CONTINUOUS,,,,,,,82003859,通行税
女忍者ヤエ,Lady Ninja Yae,MONSTER EFFECT,WARRIOR,WIND,3,,1100,200,82005435,女忍者ヤエ
スクラップ・ゴーレム,Scrap Golem,MONSTER EFFECT,ROCK,EARTH,5,,2300,1400,82012319,スクラップ・ゴーレム
森羅の施し,Sylvan Charity,SPELL,,,,,,,82016179,森羅の施し
ツインヘデッド・ビースト,Twinheaded Beast,MONSTER EFFECT,BEAST,FIRE,6,,1700,1900,82035781,ツインヘデッド・ビースト
クリアウィング・シンクロ・ドラゴン,Clear Wing Synchro Dragon,MONSTER EFFECT SYNCHRO,DRAGON,WIND,7,,2500,2000,82044279,クリアウィング・シンクロ・ドラゴン
クリアウィング・シンクロ・ドラゴン,Clear Wing Synchro Dragon,MONSTER EFFECT SYNCHRO,DRAGON,WIND,7,,2500,2000,82044280,クリアウィング・シンクロ・ドラゴン
百雷のサンダー・ドラゴン,Thunder Dragons' Hundred Thunders,TRAP,,,,,,,82045034,百雷のサンダー・ドラゴン
ドテドテング,Dotedotengu,MONSTER EFFECT,FIEND,WIND,3,,0,800,82050203,ドテドテング
ガガガバック,Gagagaback,SPELL QUICKPLAY,,,,,,,82052602,ガガガバック
オシロ・ヒーロー,Oscillo Hero,MONSTER NORMAL,WARRIOR,EARTH,3,,1250,700,82065276,オシロ・ヒーロー
魔神儀－ペンシルベル,Impcantation Penciplume,MONSTER EFFECT,PSYCHIC,LIGHT,3,,0,0,82085295,魔神儀－ペンシルベル
フレンドシップ,Shining Friendship,MONSTER NORMAL,FAIRY,LIGHT,4,,1300,1100,82085619,フレンドシップ
水晶の占い師,Crystal Seer,MONSTER EFFECT FLIP,SPELLCASTER,WATER,1,,100,100,82099401,水晶の占い師
蛇神ゲー,Divine Serpent Geh,MONSTER EFFECT SPSUMMON,REPTILE,DARK,12,,-2,0,82103466,蛇神ゲー
ムドラ,Mudora,MONSTER EFFECT,FAIRY,EARTH,4,,1500,1800,82108372,ムドラ
D・D・M,D.D.M. - Different Dimension Master,MONSTER EFFECT,SPELLCASTER,LIGHT,5,,1700,1500,82112775,Ｄ・Ｄ・Ｍ
ドラコニアの海竜騎兵,Sea Dragoons of Draconia,MONSTER NORMAL PENDULUM,SEASERPENT,WATER,3,7,200,2100,82114013,ドラコニアの海竜騎兵
ギガント・セファロタス,Gigantic Cephalotus,MONSTER EFFECT,PLANT,EARTH,4,,1850,700,82116191,ギガント・セファロタス
約束の地 －アヴァロン－,Avalon,TRAP,,,,,,,82140600,約束の地 －アヴァロン－
永遠なる銀河,Eternal Galaxy,TRAP,,,,,,,82162616,永遠なる銀河
魔装戦士 ハイドロータス,"Hydrotortoise, the Empowered Warrior",MONSTER EFFECT FLIP,WARRIOR,WATER,3,,1400,900,82176812,魔装戦士 ハイドロータス
驀進装甲ライノセイバー,Rhynosaber the Mad-Dash Armory,MONSTER EFFECT SYNCHRO,MACHINE,FIRE,7,,2400,2100,82197831,驀進装甲ライノセイバー
霞の谷のファルコン,Mist Valley Falcon,MONSTER EFFECT,WINGEDBEAST,WIND,4,,2000,1200,82199284,霞の谷のファルコン
闇王プロメティス,"Prometheus, King of the Shadows",MONSTER EFFECT,FIEND,DARK,4,,1200,800,82213171,闇王プロメティス
EMオッドアイズ・シンクロン,Performapal Odd-Eyes Synchron,MONSTER EFFECT TUNER PENDULUM,SPELLCASTER,DARK,2,6,200,600,82224646,ＥＭオッドアイズ・シンクロン
ガッチリ＠イグニスター,Gatchiri @Ignister,MONSTER EFFECT,CYBERSE,EARTH,8,,0,3000,82257671,ガッチリ＠イグニスター
プレゼント交換,Gift Exchange,SPELL,,,,,,,82257940,プレゼント交換
ヒエラコスフィンクス,Hieracosphinx,MONSTER EFFECT,ROCK,EARTH,6,,2400,1200,82260502,ヒエラコスフィンクス
戦火の残滓,After the Storm,SPELL,,,,,,,82263578,戦火の残滓
Kozmo－レイブレード,Kozmo Lightsword,SPELL EQUIP,,,,,,,82270047,Ｋｏｚｍｏ－レイブレード
紋章獣レオ,Heraldic Beast Leo,MONSTER EFFECT,BEAST,EARTH,4,,2000,1000,82293134,紋章獣レオ
混沌帝龍 －終焉の使者－,Chaos Emperor Dragon - Envoy of the End,MONSTER EFFECT SPSUMMON,DRAGON,DARK,8,,3000,2500,82301904,混沌帝龍 －終焉の使者－
No.7 ラッキー・ストライプ,Number 7: Lucky Straight,MONSTER EFFECT XYZ,FAIRY,LIGHT,7,,700,700,82308875,Ｎｏ.７ ラッキー・ストライプ
サイバー・エタニティ・ドラゴン,Cyber Eternity Dragon,MONSTER EFFECT FUSION,MACHINE,LIGHT,10,,2800,4000,82315403,サイバー・エタニティ・ドラゴン
紋章獣エアレー,Heraldic Beast Eale,MONSTER EFFECT,BEAST,EARTH,4,,1000,1800,82315772,紋章獣エアレー
邪王トラカレル,"Tlakalel, His Malevolent Majesty",MONSTER EFFECT,FIEND,DARK,5,,2400,1000,82319644,邪王トラカレル
真竜皇バハルストスF,"True King Bahrastos, the Fathomer",MONSTER EFFECT,WYRM,WATER,9,,1800,3000,82321037,真竜皇バハルストスＦ
極限への衝動,Limit Impulse,TRAP,,,,,,,82324105,極限への衝動
ソウルトークン,Soul Token,MONSTER NORMAL TOKEN,FIEND,DARK,1,,0,0,82324106,ソウルトークン
ゴブリン偵察部隊,Goblin Recon Squad,MONSTER EFFECT,WARRIOR,WIND,4,,1700,0,82324312,ゴブリン偵察部隊
栄誉の贄,Offering to the Immortals,TRAP,,,,,,,82340056,栄誉の贄
贄の石碑トークン,Ceremonial Token,MONSTER NORMAL TOKEN,ROCK,EARTH,1,,0,0,82340057,贄の石碑トークン
霊滅独鈷杵,Tokkosho of Ghost Destroying,SPELL EQUIP,,,,,,,82361206,霊滅独鈷杵
A・O・J アンリミッター,Ally of Justice Unlimiter,MONSTER EFFECT,MACHINE,DARK,2,,600,200,82377606,Ａ・Ｏ・Ｊ アンリミッター
王者の看破,Champion's Vigilance,TRAP COUNTER,,,,,,,82382815,王者の看破
ダイナレスラー・パンクラトプス,Dinowrestler Pankratops,MONSTER EFFECT,DINOSAUR,EARTH,7,,2600,0,82385847,ダイナレスラー・パンクラトプス
烏合の行進,The Big Cattle Drive,SPELL,,,,,,,82386016,烏合の行進
黒魔術のヴェール,Dark Magic Veil,SPELL,,,,,,,82404868,黒魔術のヴェール
U.A.パーフェクトエース,U.A. Perfect Ace,MONSTER EFFECT,WARRIOR,EARTH,5,,1500,2500,82419869,Ｕ.Ａ.パーフェクトエース
ガスタへの祈り,Blessings for Gusto,TRAP,,,,,,,82422049,ガスタへの祈り
サイバネティック・オーバーフロー,Cybernetic Overflow,TRAP,,,,,,,82428674,サイバネティック・オーバーフロー
凶暴化の仮面,Mask of Brutality,SPELL EQUIP,,,,,,,82432018,凶暴化の仮面
孤高の格闘家,Lone Wolf,TRAP CONTINUOUS,,,,,,,82452993,孤高の格闘家
マジック・ホール・ゴーレム,Magic Hole Golem,MONSTER EFFECT,ROCK,DARK,3,,0,2000,82458280,マジック・ホール・ゴーレム
呪眼の死徒 サリエル,"Serziel, Watcher of the Evil Eye",MONSTER EFFECT,FIEND,DARK,4,,1600,1400,82466274,呪眼の死徒 サリエル
ミレニアム・スコーピオン,Millennium Scorpion,MONSTER EFFECT,INSECT,EARTH,5,,2000,1800,82482194,ミレニアム・スコーピオン
クロノダイバー・ベゼルシップ,Time Thief Bezel Ship,MONSTER EFFECT,MACHINE,DARK,4,,1000,2000,82496097,クロノダイバー・ベゼルシップ
氷結界の守護陣,Defender of the Ice Barrier,MONSTER EFFECT TUNER,AQUA,WATER,3,,200,1600,82498947,氷結界の守護陣
希望の光,Ray of Hope,TRAP,,,,,,,82529174,希望の光
墓掘りグール,Gravedigger Ghoul,SPELL,,,,,,,82542267,墓掘りグール
デモニック・モーター・Ω,Fiendish Engine Ω,MONSTER EFFECT,MACHINE,DARK,8,,2800,2000,82556058,デモニック・モーター・Ω
モータートークン,Engine Token,MONSTER NORMAL TOKEN,MACHINE,EARTH,1,,200,200,82556059,モータートークン
サイバー・ダーク・クロー,Cyberdark Claw,MONSTER EFFECT,DRAGON,DARK,3,,1600,800,82562802,サイバー・ダーク・クロー
ライトレイ マドール,Lightray Madoor,MONSTER EFFECT,SPELLCASTER,LIGHT,6,,1200,3000,82579942,ライトレイ マドール
タスケルトン,Bacon Saver,MONSTER EFFECT,ZOMBIE,DARK,2,,700,600,82593786,タスケルトン
キウイ・マジシャン・ガール,Kiwi Magician Girl,MONSTER EFFECT,SPELLCASTER,WIND,5,,1800,1200,82627406,キウイ・マジシャン・ガール
鳥銃士カステル,"Castel, the Skyblaster Musketeer",MONSTER EFFECT XYZ,WINGEDBEAST,WIND,4,,2000,1500,82633039,鳥銃士カステル
サイコ・チャージ,Psychic Overload,TRAP,,,,,,,82633308,サイコ・チャージ
コンバート・コンタクト,Convert Contact,SPELL,,,,,,,82639107,コンバート・コンタクト
クルーエル,Kryuel,MONSTER EFFECT,FIEND,DARK,4,,1000,1700,82642348,クルーエル
血涙のオーガ,Ogre of the Scarlet Sorrow,MONSTER EFFECT,FIEND,DARK,4,,0,0,82670878,血涙のオーガ
海竜神の怒り,Rage of Kairyu-Shin,SPELL QUICKPLAY,,,,,,,82685480,海竜神の怒り
混沌球体,Sphere of Chaos,MONSTER EFFECT,MACHINE,DARK,5,,1600,0,82693042,混沌球体
フォーチュンレディ・ウインディー,Fortune Lady Wind,MONSTER EFFECT,SPELLCASTER,WIND,3,,-2,-2,82693917,フォーチュンレディ・ウインディー
No.59 背反の料理人,Number 59: Crooked Cook,MONSTER EFFECT XYZ,WARRIOR,FIRE,4,,2300,200,82697249,Ｎｏ.５９ 背反の料理人
V・HERO ウィッチ・レイド,Vision HERO Witch Raider,MONSTER EFFECT,WARRIOR,DARK,8,,2700,1900,82697428,Ｖ・ＨＥＲＯ ウィッチ・レイド
バックファイア,Backfire,TRAP CONTINUOUS,,,,,,,82705573,バックファイア
スキルドレイン,Skill Drain,TRAP CONTINUOUS,,,,,,,82732705,スキルドレイン
インフェルノイド・ティエラ,Infernoid Tierra,MONSTER EFFECT FUSION,FIEND,FIRE,11,,3400,3600,82734805,インフェルノイド・ティエラ
ランカの蟲惑魔,Traptrix Mantis,MONSTER EFFECT,INSECT,EARTH,4,,1500,1300,82738277,ランカの蟲惑魔
デビル・スネーク,Serpent Marauder,MONSTER NORMAL,REPTILE,EARTH,2,,700,600,82742611,デビル・スネーク
チューニングガム,Tuning Gum,MONSTER EFFECT TUNER,FIEND,DARK,1,,400,1200,82744076,チューニングガム
宝札雲,Lucky Cloud,SPELL,,,,,,,82760689,宝札雲
螺旋のストライクバースト,Spiral Flame Strike,SPELL,,,,,,,82768499,螺旋のストライクバースト
岩石の精霊,Rock Spirit,MONSTER NORMAL,SPELLCASTER,EARTH,5,,1650,1900,82818645,岩石の精霊
巨大戦艦 ビッグ・コアMk－III,B.E.S. Big Core MK-3,MONSTER EFFECT,MACHINE,LIGHT,8,,2700,1900,82821760,巨大戦艦 ビッグ・コアＭｋ－ＩＩＩ
アースクエイク,Earthquake,SPELL,,,,,,,82828051,アースクエイク
ネフティスの覚醒,Awakening of Nephthys,TRAP CONTINUOUS,,,,,,,82832464,ネフティスの覚醒
大和神,Yamato-no-Kami,MONSTER EFFECT SPIRIT,WARRIOR,DARK,6,,2200,1200,82841979,大和神
シャイン・キャッスル,Shine Palace,SPELL EQUIP,,,,,,,82878489,シャイン・キャッスル
魔轟神獣ケルベラル,The Fabled Cerburrel,MONSTER EFFECT TUNER,BEAST,LIGHT,2,,1000,400,82888408,魔轟神獣ケルベラル
機甲忍者ブレード・ハート,Blade Armor Ninja,MONSTER EFFECT XYZ,WARRIOR,WIND,4,,2200,1000,82944432,機甲忍者ブレード・ハート
プチラノドン,Petiteranodon,MONSTER EFFECT,DINOSAUR,EARTH,2,,500,500,82946847,プチラノドン
DDD神託王ダルク,D/D/D Oracle King d'Arc,MONSTER EFFECT FUSION,FIEND,DARK,7,,2800,2000,82956492,ＤＤＤ神託王ダルク
ヴァンプ・オブ・ヴァンパイア,Vampire Vamp,MONSTER EFFECT,ZOMBIE,DARK,7,,2000,2000,82962242,ヴァンプ・オブ・ヴァンパイア
フォーチュンレディ・アーシー,Fortune Lady Earth,MONSTER EFFECT,SPELLCASTER,EARTH,6,,-2,-2,82971335,フォーチュンレディ・アーシー
ツクシー,Horseytail,MONSTER EFFECT,PLANT,WIND,2,,400,500,82994509,ツクシー
ツクシトークン,Horseytail Token,MONSTER NORMAL TOKEN,PLANT,WIND,1,,0,0,82994510,ツクシトークン
ウォーターワールド,Umiiruka,SPELL FIELD,,,,,,,82999629,ウォーターワールド
キラー・トマト,Mystic Tomato,MONSTER EFFECT,PLANT,DARK,4,,1400,1100,83011277,キラー・トマト
キラー・トマト,Mystic Tomato,MONSTER EFFECT,PLANT,DARK,4,,1400,1100,83011278,キラー・トマト
チャッチャカアーチャー,Chachaka Archer,MONSTER EFFECT,WARRIOR,WIND,6,,1200,1800,83021423,チャッチャカアーチャー
ライト・オブ・デストラクション,Light of Destruction,TRAP CONTINUOUS,,,,,,,83027236,ライト・オブ・デストラクション
エレメントセイバー・アイナ,Elementsaber Aina,MONSTER EFFECT,WARRIOR,EARTH,2,,900,1800,83032858,エレメントセイバー・アイナ
